codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,pais,region
9107002,DGA,dga_web,Estero Chanco Camino Curacautin,300,-38.2667,-72.25,91.0,Rio Imperial,910.0,Rio Lumaco,Chile,Región de la Araucanía
9111001,DGA,dga_web,Rio Quillen En Longitudinal,278,-38.45,-72.4333,91.0,Rio Imperial,911.0,Rio Chol Chol,Chile,Región de la Araucanía
9111002,DGA,dga_web,Quillen,285,-38.4642,-72.3867,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9112000,DGA,dga_web,Perquenco,290,-38.4211,-72.3775,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9113001,DGA,dga_web,Rio Quillen En Galvarino,140,-38.4,-72.7833,91.0,Rio Imperial,911.0,Rio Chol Chol,Chile,Región de la Araucanía
9113003,DGA,dga_web,Galvarino,40,-38.4133,-72.7772,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9114001,DGA,dga_web,La Cabaa,625,-38.4942,-73.2408,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9116001,DGA,dga_web,Rio Cholchol En Cholchol,20,-38.6081,-72.8478,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9116002,DGA,dga_web,Cholchol,20,-38.6039,-72.8456,91.0,Rio Imperial,911.0,R.  Chol Chol,Chile,Región de la Araucanía
9118001,DGA,dga_web,Rio Cholchol En Nueva Imperial,20,-38.7333,-72.95,91.0,Rio Imperial,911.0,Rio Chol Chol,Chile,Región de la Araucanía
9120002,DGA,dga_web,Manzanar,790,-38.4631,-71.6992,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9120003,DGA,dga_web,Malalcahuello,950,-38.4703,-71.5753,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9122001,DGA,dga_web,Curacautin,535,-38.4475,-71.8961,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9122002,DGA,dga_web,Rio Blanco En Curacautin,405,-38.4508,-71.8658,91.0,Rio Imperial,912.0,Rio Cautin Alto (Hasta Antes Junta Rio Quepe),Chile,Región de la Araucanía
9122003,DGA,dga_web,Tolhuaca,1350,-38.2358,-71.7197,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9123001,DGA,dga_web,Rio Cautin En Rari-Ruca,425,-38.4303,-72.0106,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9123002,DGA,dga_web,Rari-Ruca,440,-38.425,-72.0106,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9124001,DGA,dga_web,Lautaro,200,-38.5186,-72.4522,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9126001,DGA,dga_web,Rio Collin En Codahue,250,-38.5775,-72.1861,91.0,Rio Imperial,912.0,Rio Cautin Alto (Hasta Antes Junta Rio Quepe),Chile,Región de la Araucanía
9127001,DGA,dga_web,Rio Muco En Puente Muco,250,-38.6167,-72.4167,91.0,Rio Imperial,912.0,Rio Cautin Alto (Hasta Antes Junta Rio Quepe),Chile,Región de la Araucanía
9129001,DGA,dga_web,Rio Cautin En Temuco,113,-38.7333,-72.6,91.0,Rio Imperial,912.0,Rio Cautin Alto (Hasta Antes Junta Rio Quepe),Chile,Región de la Araucanía
9129002,DGA,dga_web,Rio Cautin En Cajon,130,-38.6867,-72.5028,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9129004,DGA,dga_web,Cerro Ielol,175,-38.7283,-72.5928,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9129005,DGA,dga_web,Pueblo Nuevo (Temuco),119,-38.7128,-72.5558,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9129006,DGA,dga_web,Temuco Centro,122,-38.7425,-72.59,91.0,Rio Imperial,912.0,Cautin Alto (Hasta Antes Junta R. Quepe),Chile,Región de la Araucanía
9129009,DGA,dga_web,Estero Botrolhue En Labranza,64,-38.7639,-72.7542,91.0,Rio Imperial,912.0,Rio Cautin Alto (Hasta Antes Junta Rio Quepe),Chile,Región de la Araucanía
9130001,DGA,dga_web,Cherquenco,500,-38.6839,-72.0,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9131001,DGA,dga_web,Rio Quepe En Vilcun,292,-38.6833,-72.2333,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9131002,DGA,dga_web,Vilcun,290,-38.6672,-72.2339,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9134001,DGA,dga_web,Rio Huichahue En Faja 24000,150,-38.85,-72.3333,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9135001,DGA,dga_web,Rio Quepe En Quepe,80,-38.85,-72.6167,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9135002,DGA,dga_web,Freire,100,-38.9553,-72.6206,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9135003,DGA,dga_web,Freire Sendos,100,-38.9592,-72.6083,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9135004,DGA,dga_web,Freire Campamento Fiscal,100,-38.9667,-72.6264,91.0,Rio Imperial,913.0,Rio Quepe,Chile,Región de la Araucanía
9140001,DGA,dga_web,Rio Cautin En Almagro,20,-38.78,-72.9469,91.0,Rio Imperial,914.0,Rio Cautin Entre Rio Quepe Y Rio Chol-Chol,Chile,Región de la Araucanía
9140002,DGA,dga_web,Almagro,20,-38.7775,-72.9506,91.0,Rio Imperial,914.0,Rio Cautin Entre Rio Quepe Y Rio Chol-Chol,Chile,Región de la Araucanía
9151001,DGA,dga_web,Carahue,77,-38.7128,-73.1475,91.0,Rio Imperial,915.0,Rio Imperial,Chile,Región de la Araucanía
9153001,DGA,dga_web,Puerto Saavedra,5,-38.7886,-73.3936,91.0,Rio Imperial,915.0,Rio Imperial,Chile,Región de la Araucanía
9400000,DGA,dga_web,Rio Truful En Camino Internacional,520,-38.8444,-71.6536,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9401001,DGA,dga_web,Tricauco,520,-38.8506,-71.55,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9402001,DGA,dga_web,Rio Allipen En Melipeuco,450,-38.8653,-71.7336,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9402002,DGA,dga_web,Estero Melipeuco,1000,-38.85,-71.7667,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9403001,DGA,dga_web,Cunco,380,-38.9269,-72.0125,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9404001,DGA,dga_web,Rio Allipen En Los Laureles,190,-38.9833,-72.2333,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9404002,DGA,dga_web,Los Laureles,260,-38.9586,-72.2006,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9404003,DGA,dga_web,Quecheregua,360,-39.0006,-72.0667,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9405001,DGA,dga_web,Rio Curaco En Colico,250,-39.0333,-72.0833,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9406001,DGA,dga_web,Rio Allipen En Allipen,100,-39.0167,-72.5167,94.0,Rio Tolten,940.0,Rio Allipen,Chile,Región de la Araucanía
9412001,DGA,dga_web,Rio Trancura En Curarrehue,400,-39.36,-71.5808,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9412002,DGA,dga_web,Curarrehue,420,-39.3581,-71.5744,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9412003,DGA,dga_web,Puesco (Aduana),620,-39.5192,-71.5478,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9414001,DGA,dga_web,Rio Trancura Antes Rio Llafenco,386,-39.3333,-71.7667,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9414002,DGA,dga_web,Llafenco,360,-39.3314,-71.8083,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9416001,DGA,dga_web,Rio Liucura En Liucura,402,-39.2561,-71.8244,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9416002,DGA,dga_web,Lago Tinquilco,850,-39.1667,-71.7231,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9417001,DGA,dga_web,Lago Caburgua,480,-39.2,-71.8089,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9417002,DGA,dga_web,Ojos Del Caburgua,300,-39.2367,-71.8356,94.0,Rio Tolten,941.0,Rio Pucon,Chile,Región de la Araucanía
9420001,DGA,dga_web,Rio Tolten En Villarica,250,-39.2667,-72.2333,94.0,Rio Tolten,942.0,Lago Villarica Y Rio Tolten Alto (Antes  Allipen),Chile,Región de la Araucanía
9420002,DGA,dga_web,Pucon,230,-39.2753,-71.9503,94.0,Rio Tolten,942.0,Lago Villarica Y Tolten Alto,Chile,Región de la Araucanía
9420003,DGA,dga_web,Villarrica,210,-39.215,-72.2917,94.0,Rio Tolten,942.0,Lago Villarica Y Tolten Alto,Chile,Región de la Araucanía
9420004,DGA,dga_web,Chanlelfu,345,-39.4875,-72.2339,94.0,Rio Tolten,942.0,Lago Villarica Y Tolten Alto,Chile,Región de la Araucanía
9421001,DGA,dga_web,La Cascada,250,-39.3006,-71.9333,94.0,Rio Tolten,942.0,Lago Villarica Y Tolten Alto,Chile,Región de la Araucanía
9422001,DGA,dga_web,Rio Pedregoso En Santa Filomena,325,-39.1667,-72.1333,94.0,Rio Tolten,942.0,Lago Villarica Y Rio Tolten Alto (Antes  Allipen),Chile,Región de la Araucanía
9423001,DGA,dga_web,Rio Tolten En Coipue,200,-39.1,-72.3833,94.0,Rio Tolten,942.0,Lago Villarica Y Rio Tolten Alto (Antes  Allipen),Chile,Región de la Araucanía
9430001,DGA,dga_web,Rio Tolten En Pitrufquen,0,-38.9667,-72.6333,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9433001,DGA,dga_web,Rio Puyehue En Quitratue,90,-39.15,-72.6667,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9433002,DGA,dga_web,Estero Puyehue En Lastarria,98,-39.225,-72.6667,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9433003,DGA,dga_web,Quitratue,90,-39.1506,-72.6503,94.0,Rio Tolten,943.0,Tolten Bajo,Chile,Región de la Araucanía
9434001,DGA,dga_web,Rio Donguil En Gorbea,85,-39.1,-72.6833,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9436001,DGA,dga_web,Rio Mahuidanche En Santa Ana,50,-39.0833,-72.9333,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9437001,DGA,dga_web,Rio Tolten En Huilo,26,-39.0167,-73.1,94.0,Rio Tolten,943.0,Rio Tolten Bajo (Bajo Jta Allipen-Donguil Y Desem),Chile,Región de la Araucanía
9437002,DGA,dga_web,Rio Tolten En Teodoro Schmidt,15,-39.0144,-73.0828,94.0,Rio Tolten,943.0,Tolten Bajo,Chile,Región de la Araucanía
9438001,DGA,dga_web,Teodoro Schmitd,13,-39.0278,-73.0781,94.0,Rio Tolten,943.0,Tolten Bajo,Chile,Región de la Araucanía
9439001,DGA,dga_web,Tolten,5,-39.2006,-73.2003,94.0,Rio Tolten,943.0,Tolten Bajo,Chile,Región de la Araucanía
950001,DMC,dmc_merge,Eduardo Frei Montalva Antartica,1,-62.1997,-58.9642,-1.0,No Disponible,-1.0,No Disponible,otro,otro
AR000000008,GHCN,ghcn_ftp,Curuzu Cuatia Aero,70,-29.783,-57.983,,,,,Argentina,Corrientes
AR000000011,GHCN,ghcn_ftp,Monte Caseros Aero,53,-30.267,-57.65,,,,,Argentina,Corrientes
AR000087007,GHCN,ghcn_ftp,La Quiaca Observato,3479,-22.1,-65.6,,,,,Argentina,Jujuy
AR000087065,GHCN,ghcn_ftp,Rivadavia,205,-24.167,-62.9,,,,,Argentina,Salta
AR000087078,GHCN,ghcn_ftp,Las Lomitas,130,-24.7,-60.583,,,,,Argentina,Formosa
AR000087129,GHCN,ghcn_ftp,Santiago Del Estero,200,-27.767,-64.3,,,,,Argentina,Santiago del Estero
AR000087155,GHCN,ghcn_ftp,Resistencia Aero,53,-27.45,-59.05,,,,,Argentina,Chaco
AR000087217,GHCN,ghcn_ftp,La Rioja Aero.,438,-29.383000000000006,-66.817,,,,,Argentina,La Rioja
AR000087257,GHCN,ghcn_ftp,Ceres Aero,88,-29.883000000000006,-61.95,,,,,Argentina,Santa Fe
AR000087270,GHCN,ghcn_ftp,Reconquista Aero,53,-29.183000000000003,-59.7,,,,,Argentina,Santa Fe
AR000087344,GHCN,ghcn_ftp,Cordoba Aero,489,-31.317,-64.217,,,,,Argentina,Córdoba
AR000087374,GHCN,ghcn_ftp,Parana Aero,74,-31.783,-60.483,,,,,Argentina,Entre Ríos
AR000087418,GHCN,ghcn_ftp,Mendoza Aero,704,-32.833,-68.783,,,,,Argentina,Mendoza
AR000087534,GHCN,ghcn_ftp,Laboulaye Aero,137,-34.133,-63.367,,,,,Argentina,Córdoba
AR000087623,GHCN,ghcn_ftp,Santa Rosa Aero,192,-36.567,-64.266,,,,,Argentina,La Pampa
AR000087692,GHCN,ghcn_ftp,Mar Del Plata Aero,22,-37.933,-57.583,,,,,Argentina,Buenos Aires
AR000087715,GHCN,ghcn_ftp,Neuquen Aero,273,-38.95,-68.133,,,,,Argentina,Neuquén
AR000087803,GHCN,ghcn_ftp,Esquel Aero,799,-42.933,-71.15,,,,,Argentina,Chubut
AR000087828,GHCN,ghcn_ftp,Trelew Aero,43,-43.2,-65.266,,,,,Argentina,Chubut
AR000087860,GHCN,ghcn_ftp,Comodoro Rivadavia,58,-45.783,-67.5,,,,,Argentina,Chubut
AR000087925,GHCN,ghcn_ftp,Rio Gallegos Aero,19,-51.617,-69.283,,,,,Argentina,Santa Cruz
AR000870470,GHCN,ghcn_ftp,Salta Aero,1246,-24.85,-65.483,,,,,Argentina,Salta
AR000873050,GHCN,ghcn_ftp,Jachal,1175,-30.25,-68.75,,,,,Argentina,San Juan
AR000875440,GHCN,ghcn_ftp,Pehuajo Aero,85,-35.867,-61.9,,,,,Argentina,Buenos Aires
AR000875850,GHCN,ghcn_ftp,Buenos Aires Observ,25,-34.583,-58.483,,,,,Argentina,Ciudad Autónoma de Buenos Aires
AR000877500,GHCN,ghcn_ftp,Bahia Blanca Aero,75,-38.733,-62.167,,,,,Argentina,Buenos Aires
ARM00087016,GHCN,ghcn_ftp,Oran,356,-23.153,-64.329,,,,,Argentina,Salta
ARM00087022,GHCN,ghcn_ftp,General Enrique Mosconi Tarta,449,-22.62,-63.794,,,,,Argentina,Salta
ARM00087046,GHCN,ghcn_ftp,Jujuy,920,-24.393,-65.098,,,,,Argentina,Jujuy
ARM00087121,GHCN,ghcn_ftp,Teniente Benjamin Matienzo,456,-26.841,-65.105,,,,,Argentina,Tucumán
ARM00087148,GHCN,ghcn_ftp,Presidencia Roque Saenz Pena,93,-26.733,-60.483,,,,,Argentina,Chaco
ARM00087162,GHCN,ghcn_ftp,Formosa,59,-26.213,-58.228,,,,,Argentina,Formosa
ARM00087166,GHCN,ghcn_ftp,Corrientes,62,-27.446,-58.762,,,,,Argentina,Corrientes
ARM00087178,GHCN,ghcn_ftp,Posadas,131,-27.386,-55.971,,,,,Argentina,Misiones
ARM00087213,GHCN,ghcn_ftp,Chilecito Aero,945,-29.233,-67.433,,,,,Argentina,La Rioja
ARM00087222,GHCN,ghcn_ftp,Catamarca,464,-28.596,-65.752,,,,,Argentina,Catamarca
ARM00087244,GHCN,ghcn_ftp,Villa Maria Del Rio,341,-29.9,-63.683,,,,,Argentina,Córdoba
ARM00087289,GHCN,ghcn_ftp,Paso De Los Libres,70,-29.689,-57.152,,,,,Argentina,Corrientes
ARM00087311,GHCN,ghcn_ftp,San Juan,597,-31.571,-68.418,,,,,Argentina,San Juan
ARM00087320,GHCN,ghcn_ftp,Chamical Aero,461,-30.367,-66.283,,,,,Argentina,La Rioja
ARM00087322,GHCN,ghcn_ftp,Chepes,658,-31.333,-66.6,,,,,Argentina,La Rioja
ARM00087328,GHCN,ghcn_ftp,Villa Dolores,584,-31.945,-65.146,,,,,Argentina,Córdoba
ARM00087345,GHCN,ghcn_ftp,Cordoba Observatorio,426,-31.4,-64.183,,,,,Argentina,Córdoba
ARM00087349,GHCN,ghcn_ftp,Pilar Observatorio,338,-31.667,-63.883,,,,,Argentina,Córdoba
ARM00087395,GHCN,ghcn_ftp,Comodoro Pierrestegui,34,-31.297,-57.997,,,,,Argentina,Entre Ríos
ARM00087416,GHCN,ghcn_ftp,San Martin,653,-33.083,-68.417,,,,,Argentina,Mendoza
ARM00087420,GHCN,ghcn_ftp,Mendoza Observatorio,827,-32.883,-68.85,,,,,Argentina,Mendoza
ARM00087436,GHCN,ghcn_ftp,San Luis,710,-33.273,-66.35600000000001,,,,,Argentina,San Luis
ARM00087448,GHCN,ghcn_ftp,Villa Reynolds,485,-33.73,-65.387,,,,,Argentina,San Luis
ARM00087453,GHCN,ghcn_ftp,Rio Cuarto Area De Material,421,-33.085,-64.26100000000001,,,,,Argentina,Córdoba
ARM00087467,GHCN,ghcn_ftp,Marcos Juarez,110,-32.684,-62.158,,,,,Argentina,Córdoba
ARM00087480,GHCN,ghcn_ftp,Rosario,26,-32.904,-60.785,,,,,Argentina,Santa Fe
ARM00087497,GHCN,ghcn_ftp,Gualeguaychu,23,-33.01,-58.613,,,,,Argentina,Entre Ríos
ARM00087506,GHCN,ghcn_ftp,Malargue,1430,-35.494,-69.574,,,,,Argentina,Mendoza
ARM00087509,GHCN,ghcn_ftp,San Rafael,753,-34.588,-68.403,,,,,Argentina,Mendoza
ARM00087532,GHCN,ghcn_ftp,General Pico,140,-35.696,-63.758,,,,,Argentina,La Pampa
ARM00087548,GHCN,ghcn_ftp,Junin,80,-34.546,-60.931,,,,,Argentina,Buenos Aires
ARM00087550,GHCN,ghcn_ftp,Nueve De Julio,76,-35.45,-60.883,,,,,Argentina,Buenos Aires
ARM00087563,GHCN,ghcn_ftp,Las Flores,38,-36.067,-59.1,,,,,Argentina,Buenos Aires
ARM00087576,GHCN,ghcn_ftp,Ministro Pistarini,20,-34.822,-58.536,,,,,Argentina,Buenos Aires
ARM00087582,GHCN,ghcn_ftp,Aeroparque Jorge Newbery,6,-34.559,-58.416,,,,,Argentina,Ciudad Autónoma de Buenos Aires
ARM00087593,GHCN,ghcn_ftp,La Plata,22,-34.972,-57.895,,,,,Argentina,Buenos Aires
ARM00087596,GHCN,ghcn_ftp,Punta Indio B.A.,22,-35.367,-57.283,,,,,Argentina,Buenos Aires
ARM00087637,GHCN,ghcn_ftp,Coronel Suarez Aero,233,-37.433,-61.883,,,,,Argentina,Buenos Aires
ARM00087640,GHCN,ghcn_ftp,Bolivar Aero,94,-36.2,-61.067,,,,,Argentina,Buenos Aires
ARM00087641,GHCN,ghcn_ftp,Azul Aero,147,-36.833,-59.883,,,,,Argentina,Buenos Aires
ARM00087643,GHCN,ghcn_ftp,Olavarria Aero,166,-36.883,-60.217,,,,,Argentina,Buenos Aires
ARM00087645,GHCN,ghcn_ftp,Tandil,175,-37.237,-59.228,,,,,Argentina,Buenos Aires
ARM00087648,GHCN,ghcn_ftp,Dolores Airport,9,-36.35,-57.733,,,,,Argentina,Buenos Aires
ARM00087679,GHCN,ghcn_ftp,Pigue Airport,304,-37.6,-62.383,,,,,Argentina,Buenos Aires
ARM00087688,GHCN,ghcn_ftp,Tres Arroyos,122,-38.387,-60.33,,,,,Argentina,Buenos Aires
ARM00087736,GHCN,ghcn_ftp,Rio Colorado,79,-39.017,-64.083,,,,,Argentina,Río Negro
ARM00087765,GHCN,ghcn_ftp,San Carlos De Bariloche,846,-41.151,-71.158,,,,,Argentina,Río Negro
ARM00087774,GHCN,ghcn_ftp,Maquinchao,888,-41.25,-68.733,,,,,Argentina,Río Negro
ARM00087784,GHCN,ghcn_ftp,San Antonio Oeste Aero,20,-40.783,-65.1,,,,,Argentina,Río Negro
ARM00087791,GHCN,ghcn_ftp,Gobernador Castello,6,-40.869,-63.0,,,,,Argentina,Río Negro
ARM00087800,GHCN,ghcn_ftp,El Bolson,345,-41.94300000000001,-71.532,,,,,Argentina,Río Negro
ARM00087814,GHCN,ghcn_ftp,Paso De Indios,460,-43.817,-68.883,,,,,Argentina,Chubut
ARM00087823,GHCN,ghcn_ftp,P.Madryn Aero,136,-42.733,-65.067,,,,,Argentina,Chubut
ARM00087852,GHCN,ghcn_ftp,Perito Moreno Arpt,429,-46.517,-71.017,,,,,Argentina,Santa Cruz
ARM00087880,GHCN,ghcn_ftp,Gobernador Gregores,356,-48.783,-70.167,,,,,Argentina,Santa Cruz
ARM00087896,GHCN,ghcn_ftp,Puerto Deseado,81,-47.735,-65.904,,,,,Argentina,Santa Cruz
ARM00087903,GHCN,ghcn_ftp,Lago Argentino Arpt,220,-50.333,-72.3,,,,,Argentina,Santa Cruz
ARM00087904,GHCN,ghcn_ftp,El Calafate Aero,204,-50.267,-72.05,,,,,Argentina,Santa Cruz
ARM00087909,GHCN,ghcn_ftp,San Julian,58,-49.307,-67.803,,,,,Argentina,Santa Cruz
ARM00087934,GHCN,ghcn_ftp,Rio Grande,20,-53.778,-67.749,,,,,Argentina,Tierra del Fuego
ARM00087938,GHCN,ghcn_ftp,Ushuaia Malvinas Argentinas,22,-54.843,-68.296,,,,,Argentina,Tierra del Fuego
ASM00094997,GHCN,ghcn_ftp,Heard Island (The Spit),12,-53.1,73.717,,,,,Australia,otro
ASM00094998,GHCN,ghcn_ftp,Macquarie Island,8,-54.499,158.937,,,,,Australia,Tasmania
ASM00095997,GHCN,ghcn_ftp,Heard Island (Atlas Cove),4,-53.017,73.4,,,,,Australia,otro
ASN00094010,GHCN,ghcn_ftp,Cape Bruny Lighthouse,55,-43.4892,147.145,,,,,Australia,Tasmania
ASN00094013,GHCN,ghcn_ftp,Cockle Creek,-1000,-43.6,146.9,,,,,Australia,Tasmania
ASN00094041,GHCN,ghcn_ftp,Maatsuyker Island Lighthouse,147,-43.6578,146.27100000000004,,,,,Australia,Tasmania
AYM00088963,GHCN,ghcn_ftp,Base Esperanza,24,-63.4,-56.983,,,,,otro,otro
AYM00088968,GHCN,ghcn_ftp,Base Orcadas,8,-60.733,-44.733,,,,,otro,otro
AYM00089001,GHCN,ghcn_ftp,Sanae Saf-Base,62,-70.3,-2.35,,,,,otro,otro
AYM00089002,GHCN,ghcn_ftp,Neumayer,50,-70.667,-8.25,,,,,otro,otro
AYM00089003,GHCN,ghcn_ftp,Halvfarryggen (Ep11),694,-71.15,-6.683,,,,,otro,otro
AYM00089004,GHCN,ghcn_ftp,S.A.N.A.E. Aws,817,-71.7,-2.8,,,,,otro,otro
AYM00089013,GHCN,ghcn_ftp,Baldrick Aws,1968,-82.76700000000002,-13.05,,,,,otro,otro
AYM00089016,GHCN,ghcn_ftp,Wasa Eps,363,-73.117,-13.15,,,,,otro,otro
AYM00089022,GHCN,ghcn_ftp,Halley,30,-75.45,-26.217,,,,,otro,otro
AYM00089034,GHCN,ghcn_ftp,Base Belgrano Ii,256,-77.867,-34.617,,,,,otro,otro
AYM00089050,GHCN,ghcn_ftp,Bellingshausen Aws,14,-62.183,-58.883,,,,,otro,otro
AYM00089053,GHCN,ghcn_ftp,Base Jubany,11,-62.233,-58.633,,,,,otro,otro
AYM00089054,GHCN,ghcn_ftp,Dinamet-Uruguay,17,-62.183,-58.85,,,,,otro,otro
AYM00089055,GHCN,ghcn_ftp,Base Marambio,198,-64.233,-56.717,,,,,otro,otro
AYM00089056,GHCN,ghcn_ftp,Centro Met. Antartico Pdte. E,48,-62.183,-58.983,,,,,otro,otro
AYM00089057,GHCN,ghcn_ftp,Base Arturo Prat,5,-62.5,-59.683,,,,,otro,otro
AYM00089058,GHCN,ghcn_ftp,Great Wall,10,-62.217,-58.967,,,,,otro,otro
AYM00089059,GHCN,ghcn_ftp,Base Bernardo O'Higgins,10,-63.317,-56.683,,,,,otro,otro
AYM00089061,GHCN,ghcn_ftp,Palmer Station,8,-64.766,-64.083,,,,,otro,otro
AYM00089062,GHCN,ghcn_ftp,Rothera,33,-67.567,-68.117,,,,,otro,otro
AYM00089063,GHCN,ghcn_ftp,Vernadsky,11,-65.25,-64.267,,,,,otro,otro
AYM00089065,GHCN,ghcn_ftp,Fossil Bluff,69,-71.317,-68.283,,,,,otro,otro
AYM00089066,GHCN,ghcn_ftp,Base San Martin,7,-68.117,-67.133,,,,,otro,otro
AYM00089087,GHCN,ghcn_ftp,Thiel Mtns Aws,1634,-85.2,-87.883,,,,,otro,otro
AYM00089108,GHCN,ghcn_ftp,Henry,2755,-89.0,-1.017,,,,,otro,otro
AYM00089251,GHCN,ghcn_ftp,King Sejong,11,-62.217,-58.75,,,,,otro,otro
AYM00089257,GHCN,ghcn_ftp,Univ. Wi Id 8925 (Limbert Aws,40,-75.867,-59.15,,,,,otro,otro
AYM00089262,GHCN,ghcn_ftp,Univ. Wi Id 8926 (Larsen Ice,45,-67.017,-61.467,,,,,otro,otro
AYM00089266,GHCN,ghcn_ftp,Univ. Wi Id 8902 (Butler Isla,115,-72.2,-60.167,,,,,otro,otro
AYM00089269,GHCN,ghcn_ftp,Bonaparte Point,8,-64.783,-64.067,,,,,otro,otro
AYM00089272,GHCN,ghcn_ftp,Univ. Wi Id 8917 (Ski-Blu),1589,-74.8,-71.483,,,,,otro,otro
AYM00089314,GHCN,ghcn_ftp,Theresa,1463,-84.6,-115.817,,,,,otro,otro
AYM00089324,GHCN,ghcn_ftp,Byrd Station,1530,-80.0,-119.4,,,,,otro,otro
AYM00089327,GHCN,ghcn_ftp,Mount Siple,230,-73.2,-127.05,,,,,otro,otro
AYM00089329,GHCN,ghcn_ftp,Harry,945,-83.0,-121.383,,,,,otro,otro
AYM00089332,GHCN,ghcn_ftp,Elizabeth,549,-82.617,-137.083,,,,,otro,otro
AYM00089345,GHCN,ghcn_ftp,Siple Dome,620,-81.65,-148.783,,,,,otro,otro
AYM00089376,GHCN,ghcn_ftp,Gill,55,-79.983,-178.6,,,,,otro,otro
AYM00089377,GHCN,ghcn_ftp,Lettau,55,-82.51700000000002,-174.45,,,,,otro,otro
AYM00089504,GHCN,ghcn_ftp,Troll In Antarktis,1270,-72.017,2.383,,,,,otro,otro
AYM00089507,GHCN,ghcn_ftp,Kohnen / Ep9,2892,-75.0,0.0,,,,,otro,otro
AYM00089512,GHCN,ghcn_ftp,Novolazarevskaja,119,-70.767,11.833,,,,,otro,otro
